MaTruong,TenTruong,DiaChi,SĐT,Website,TinhThanh,MaNganh,TenNganh,ChiTieu,DiemChuan,DVChuQuan
QSQ,Trường Đại học Quốc tế - Đại học Quốc gia TP.HCM,"Khu phố 6, P.Linh Trung, Q. Thủ Đức, TP.HCM",(028) 37244270,www.hcmiu.edu.vn,TP. Hồ Chí Minh,7489001,Khoa học dữ liệu,40,17,Đại Học Quốc Gia TP. Hồ Chí Minh
QST,Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia TP.HCM,"227 Đường Nguyễn Văn Cừ, Phường 4, Quận 5, Hồ Chí Minh",0971.522.917,tuyensinh.hcmus.edu.vn,TP. Hồ Chí Minh,7480201,Công nghệ thông tin,550,22.75,Đại Học Quốc Gia TP. Hồ Chí Minh
QST,Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia TP.HCM,"227 Đường Nguyễn Văn Cừ, Phường 4, Quận 5, Hồ Chí Minh",0971.522.917,tuyensinh.hcmus.edu.vn,TP. Hồ Chí Minh,7480201_CLC,Công nghệ thông tin (CLC),100,21.2,Đại Học Quốc Gia TP. Hồ Chí Minh
QST,Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia TP.HCM,"227 Đường Nguyễn Văn Cừ, Phường 4, Quận 5, Hồ Chí Minh",0971.522.917,tuyensinh.hcmus.edu.vn,TP. Hồ Chí Minh,7480201_TT,Công nghệ thông tin (tiên tiến),60,21.4,Đại Học Quốc Gia TP. Hồ Chí Minh
QST,Trường Đại học Khoa học Tự nhiên - Đại học Quốc gia TP.HCM,"227 Đường Nguyễn Văn Cừ, Phường 4, Quận 5, Hồ Chí Minh",0971.522.917,tuyensinh.hcmus.edu.vn,TP. Hồ Chí Minh,7480201_VP,Công nghệ thông tin (liên kết Việt – Pháp),40,20.1,Đại Học Quốc Gia TP. Hồ Chí Minh
SDU,Trường Đại học Sao Đỏ,"Số 24, Phố Thái Học 2, Phường Sao Đỏ, Thị xã Chí Linh, Hải Dương",2203882269,saodo.edu.vn,Hải Dương,7480201,Công nghệ thông tin,80,14,Bộ Công Thương
SGD,Trường Đại học Sài Gòn,"273 An Dương Vương, Phường 3, Quận 5, TP. Hồ Chí Minh",(028) 38352309,www.sgu.edu.vn,TP. Hồ Chí Minh,7480103,Kỹ thuật phần mềm,50,16.54,UBND TP. Hồ Chí Minh
SGD,Trường Đại học Sài Gòn,"273 An Dương Vương, Phường 3, Quận 5, TP. Hồ Chí Minh",(028) 38352309,www.sgu.edu.vn,TP. Hồ Chí Minh,7480201,Công nghệ thông tin,350,18.29,UBND TP. Hồ Chí Minh
SGD,Trường Đại học Sài Gòn,"273 An Dương Vương, Phường 3, Quận 5, TP. Hồ Chí Minh",(028) 38352309,www.sgu.edu.vn,TP. Hồ Chí Minh,7480201CLC,Công nghệ thông tin (CLC),60,16.53,UBND TP. Hồ Chí Minh
SKH,Trường Đại học Sư phạm Kỹ thuật Hưng Yên,"Xã Dân Tiến, huyện Khoái Châu, Hưng Yên",2213713028,tuyensinh.utehy.edu.vn,Hưng Yên,7480201,Công nghệ thông tin,250,15,Bộ Giáo Dục Và Đào Tạo
SKN,Trường Đại học Sư phạm Kỹ thuật Nam Định,"Đường Phù Nghĩa, Phường Lộc H, Thành Phố Nam Định",(0228)3645194,www.nute.edu.vn,Nam Định,7480101,Khoa học máy tính,20,18,Bộ Lao Động Thương Binh Và Xã Hội
SKN,Trường Đại học Sư phạm Kỹ thuật Nam Định,"Đường Phù Nghĩa, Phường Lộc H, Thành Phố Nam Định",(0228)3645194,www.nute.edu.vn,Nam Định,7480201,Công nghệ thông tin,150,18,Bộ Lao Động Thương Binh Và Xã Hội
SKV,Trường Đại học Sư phạm Kỹ thuật Vinh,"Số 117 Đường Nguyễn Viết Xuân, Phường Hưng Dũng, TP. Vinh,  Nghệ An",02383.833.002,vuted.edu.vn,Nghệ An,7480108,Công nghệ kỹ thuật máy tính,45,13.5,Bộ Lao Động Thương Binh Và Xã Hội
SKV,Trường Đại học Sư phạm Kỹ thuật Vinh,"Số 117 Đường Nguyễn Viết Xuân, Phường Hưng Dũng, TP. Vinh,  Nghệ An",02383.833.002,vuted.edu.vn,Nghệ An,7480201,Công nghệ thông tin,120,14,Bộ Lao Động Thương Binh Và Xã Hội
SP2,Trường Đại học Sư phạm Hà Nội 2,"Số 32, đường Nguyễn Văn Linh, phường Xuân Hoà, TP. Phúc Yên, Vĩnh Phúc",2113863203,hpu2.edu.vn,Vĩnh Phúc,7480201,Công nghệ thông tin,50,20,Bộ Giáo Dục Và Đào Tạo
SPD,Trường Đại học Đồng Tháp,"783, Phạm Hữu Lầu, Phường 6, Tp. Cao Lãnh, Đồng Tháp",0277 3881518,www.dthu.edu.vn,Đồng Tháp,7480101,Khoa học máy tính,40,14.2,Bộ Giáo Dục Và Đào Tạo
SPH,Trường Đại học Sư phạm Hà Nội,"Số 136 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",024.37.547.823,www.hnue.edu.vn,Hà Nội,7480201A,Công nghệ thông tin,90,16.05,Bộ Giáo Dục Và Đào Tạo
SPH,Trường Đại học Sư phạm Hà Nội,"Số 136 Xuân Thủy, Dịch Vọng Hậu, Cầu Giấy, Hà Nội",024.37.547.823,www.hnue.edu.vn,Hà Nội,7480201B,Công nghệ thông tin,30,16.05,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480108A,Công nghệ kỹ thuật máy tính (CLC tiếng Anh),30,18.1,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480108C,Công nghệ kỹ thuật máy tính (CLC tiếng Việt),60,18.9,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480108D,Công nghệ kỹ thuật máy tính,60,20.6,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480201A,Công nghệ thông tin (CLC tiếng Anh),60,20,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480201C,Công nghệ thông tin (CLC tiếng Việt),150,20.2,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480201D,Công nghệ thông tin,150,21.8,Bộ Giáo Dục Và Đào Tạo
SPK,Trường Đại học Sư phạm Kỹ thuật tp. Hồ Chí Minh,"1-3 Võ Văn Ngân, phường Linh Chiểu, Thủ Đức, TP. Hồ Chí Minh",028 37221223,tuyensinh.hcmute.edu.vn,TP. Hồ Chí Minh,7480203D,Kỹ thuật dữ liệu,60,19.1,Bộ Giáo Dục Và Đào Tạo
SPS,Trường Đại học Sư phạm tp. Hồ Chí Minh,"280 An Dương Vương, Phường 4, Quận 5, TP. Hồ Chí Minh",(028) 3835 2020,hcmue.edu.vn,TP. Hồ Chí Minh,7480201,Công nghệ thông tin,200,17,Bộ Giáo Dục Và Đào Tạo
TAG,Trường Đại học An Giang,"Số 18 Ung Văn Khiêm, P. Đông Xuyên, TP. Long Xuyên, An Giang",0296 6256565 - 1900,www.agu.edu.vn.,An Giang,7480103,Kỹ thuật phần mềm,60,15,UBND Tỉnh An Giang
TAG,Trường Đại học An Giang,"Số 18 Ung Văn Khiêm, P. Đông Xuyên, TP. Long Xuyên, An Giang",0296 6256565 - 1900,www.agu.edu.vn.,An Giang,7480201,Công nghệ thông tin,150,16,UBND Tỉnh An Giang
TBD,Trường Đại học Thái Bình Dương,"Số 79 Mai Thị Dõng, Vĩnh Ngọc, Nha Trang, Khánh Hòa",(058) 3727 182,www.pou.edu.vn,Khánh Hòa,7480201,Công nghệ thông tin,100,13,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480101,Khoa học máy tính,120,15.75,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480102,Mạng máy tính và truyền thông dữ liệu,120,15.75,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480103,Kỹ thuật phần mềm,140,17.75,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480104,Hệ thống thông tin,100,15,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480106,Kỹ thuật máy tính,120,15.25,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480201,Công nghệ thông tin,240,18.25,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480201C,Công nghệ thông tin (CLC),40,15,Bộ Giáo Dục Và Đào Tạo
TCT,Trường Đại học Cần Thơ,"Khu II, đường 3/2, P. Xuân Khánh, Q. Ninh Kiều, Cần Thơ",(0292) 3832663,www.ctu.edu.vn,Cần Thơ,7480201H,Công nghệ thông tin (Hòa An),80,14,Bộ Giáo Dục Và Đào Tạo
TCU,Trường Đại học Thông tin liên lạc,"Số 101, đường Mai Xuân Thưởng, phường Vĩnh Hòa, Nha Trang",02583 831805,tcu.edu.vn,Nha Trang,7480201,Công nghệ thông tin,40,20.25,Bộ Quốc Phòng
TDD,Trường Đại học Thành Đô,"Km 15 Quốc lộ 32, Kim Chung, Hoài Đức,  Hà Nội",0243.3861.763,thanhdo.edu.vn,Hà Nội,7480201,Công nghệ thông tin,120,14.5,Bộ Giáo Dục Và Đào Tạo
TDL,Trường Đại học Đà Lạt,"Số 1 Phù Đổng Thiên Vương, Phường 8, Thành phố Đà Lạt, Lâm Đồng",2633.822246,www.dlu.edu.vn,Lâm Đồng,7480201,Công nghệ thông tin,200,14,Bộ Giáo Dục Và Đào Tạo
TDM,Trường Đại học Thủ Dầu Một,"Số 6 Trần Văn Ơn, phường Phú Hòa, TP. Thủ Dầu Một, Bình Dương",(0274) 3822518,tdmu.edu.vn,Bình Dương,7480103,Kỹ thuật phần mềm,130,14,UBND Tỉnh Bình Dương
TDM,Trường Đại học Thủ Dầu Một,"Số 6 Trần Văn Ơn, phường Phú Hòa, TP. Thủ Dầu Một, Bình Dương",(0274) 3822518,tdmu.edu.vn,Bình Dương,7480104,Hệ thống thông tin,130,14,UBND Tỉnh Bình Dương
TDV,Trường Đại học Vinh,"Số 182, đường Lê Duẩn, thành phố Vinh, Nghệ An",(0238) 3855452,www.vinhuni.edu.vn,Nghệ An,7480201,Công nghệ thông tin,250,14,Bộ Giáo Dục Và Đào Tạo
THP,Trường Đại học Hải Phòng,"Số 171 Phan Đăng Lưu, Kiến An, Hải Phòng",(0225)3.591.574,dhhp.edu.vn,Hải Phòng,7480201,Công nghệ thông tin,150,14,UBND TP. Hải Phòng
THV,Trường Đại học Hùng Vương,"Phường Nông Trang, thành phố Việt Trì,  Phú Thọ",(02103) 993 369,www.hvu.edu.vn,Phú Thọ,7480201,Công nghệ thông tin,55,14,UBND Tỉnh Phú Thọ
TKG,Trường Đại học Kiên Giang,"Số 320A, Quốc lộ 61, thị trấn Minh Lương, huyện Châu Thành, Kiên Giang",0297. 368 5368,www.vnkgu.edu.vn,Kiên Giang,7480201,Công nghệ thông tin,110,21,Bộ Giáo Dục Và Đào Tạo
TLA,Trường Đại học Thuỷ lợi,"Số 175 Tây Sơn, Trung Liệt, Đống Đa, Hà Nội",2435671537,tlu.edu.vn,Hà Nội,7480201,Công nghệ thông tin,340,17.95,Bộ Nông Nghiệp Và Phát Triển Nông Thôn
TLA,Trường Đại học Thuỷ lợi,"Số 175 Tây Sơn, Trung Liệt, Đống Đa, Hà Nội",2435671537,tlu.edu.vn,Hà Nội,7480104,Hệ thống thông tin,70,16,Bộ Nông Nghiệp Và Phát Triển Nông Thôn
TLA,Trường Đại học Thuỷ lợi,"Số 175 Tây Sơn, Trung Liệt, Đống Đa, Hà Nội",2435671537,tlu.edu.vn,Hà Nội,7480103,Kỹ thuật phần mềm,70,16,Bộ Nông Nghiệp Và Phát Triển Nông Thôn
TSN,Trường Đại học Nha Trang,"Số 2 Nguyễn Đình Chiểu, Vĩnh Thọ, Thành phố Nha Trang, Khánh Hòa",2583.831149,ntu.edu.vn,Khánh Hòa,7480201,Công nghệ thông tin,200,15.5,Bộ Giáo Dục Và Đào Tạo
TTB,Trường Đại học Tây Bắc,"Phường Quyết Tâm, TP Sơn La, Sơn La",212.37517,www.utb.edu.vn,Sơn La,7480201,Công nghệ thông tin,100,13,Bộ Giáo Dục Và Đào Tạo
TTG,Trường Đại học Tiền Giang,"Số 119 đường Ấp Bắc, Phường 5, Thành phố Mỹ Tho, Tiền Giang",2733860606,www.tgu.edu.vn,Tiền Giang,7480201,Công nghệ thông tin,80,13,UBND Tỉnh Tiền Giang
TTG,Trường Đại học Tiền Giang,"Số 119 đường Ấp Bắc, Phường 5, Thành phố Mỹ Tho, Tiền Giang",2733860606,www.tgu.edu.vn,Tiền Giang,7480104,Hệ thống thông tin,50,13,UBND Tỉnh Tiền Giang
TTN,Trường Đại học Tây Nguyên,"567 Lê Duẩn, Ea Tam, Thành phố Buôn Ma Thuột, Đắk Lắk ",02623 825 185,ttn.edu.vn,Đắk Lắk,7480201,Công nghệ thông tin,80,13,Bộ Giáo Dục Và Đào Tạo
TTQ,Trường Đại học Tư thục Quốc tế Sài Gòn,"8C & 16 Tống Hữu Định, Phường Thảo Điền, Quận 2, Tp.HCM",28.54093929,www.siu.edu.vn,Tp.HCM,7480101,Khoa học máy tính,50,15,Bộ Giáo Dục Và Đào Tạo
TTU,Trường Đại học Tân Tạo,"Đại lộ Đại học Tân Tạo, Tân Đức E. City, Huyện Đức Hòa,  Long An",0272 3769 216,ttu.edu.vn,Long An,7480101,Khoa học máy tính,25,0,Bộ Giáo Dục Và Đào Tạo
UKB,Trường Đại học Kinh Bắc,"Phố Phúc Sơn, Phường Vũ Ninh, Bắc Ninh",0222 (3) 872 890,www.daihockinhbac.edu.vn,Bắc Ninh,7480201,Công nghệ thông tin,200,15,Bộ Giáo Dục Và Đào Tạo
VGU,Trường Đại học Việt Đức,"Đường Lê Lai, Phường Hòa Phú, Thành phố Thủ Dầu Một,  Bình Dương",(0274) 222 0990,www.vgu.edu.vn,Bình Dương,7480101,Khoa học máy tính,90,20.1,Bộ Giáo Dục Và Đào Tạo
VHD,Trường Đại học Công nghiệp Việt - Hung,"Số 16, phố Hữu Nghị, phường Xuân Khanh, Sơn Tây, Hà Nội",2433838345,viu.edu.vn,Hà Nội,7480201,Công nghệ thông tin,300,14,Bộ Công Thương
VLU,Trường Đại học Sư phạm Kỹ thuật Vĩnh Long,"Số 73 Nguyễn Huệ, Phường 2, Vĩnh Long",02703.862.456,www.vlute.edu.vn,Vĩnh Long,7480201,Công nghệ thông tin,200,15,Bộ Lao Động Thương Binh Và Xã Hội
VUI,Trường Đại học Công nghiệp Việt Trì,"Số 9, đường Tiên Sơn, phường Tiên Cát, thành phố Việt Trì, Phú Thọ",2103829247,vui.edu.vn,Phú Thọ,7480201,Công nghệ thông tin,150,13,Bộ Công Thương
XDA,Trường Đại học Xây dựng,"Số 55 đường Giải Phóng, Quận Hai Bà Trưng, Hà Nội",24.38694711,tuyensinh.nuce.edu.vn,Hà Nội,7480201,Công nghệ thông tin,115,19,Bộ Giáo Dục Và Đào Tạo
ZPH,Trường Đại học Trần Đại Nghĩa (hệ dân sự),"189 Nguyễn Oanh, Phường 10, Q. Gò Vấp, TP. Hồ Chí Minh",2839842768,www.tdnu.edu.vn,TP. Hồ Chí Minh,7480101,Khoa học máy tính,40,20.25,Bộ Quốc Phòng
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT-E6,Công nghệ thông tin Việt-Nhật,200,23.1,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT-E7,Công nghệ thông tin ICT,80,24,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT-GINP,Hệ thống thông tin - ĐH Grenoble (Pháp),40,18.8,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT-LTU,Công nghệ thông tin - ĐH La Trobe (Úc),70,20.5,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT-VUW,Công nghệ thông tin - ĐH Victoria (New Zealand),60,19.6,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT1,Khoa học Máy tính,200,25,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT2,Kỹ thuật Máy tính,160,23.5,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,IT3,Công nghệ thông tin,160,25.35,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,MI1,Toán-Tin,100,22.3,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,MI2,Hệ thống thông tin quản lý,60,21.6,Bộ Giáo dục và Đào tạo
BKA  ,TRƯỜNG ĐẠI HỌC BÁCH KHOA HÀ NỘI,"Số 1 Đại Cồ Việt, Hai Bà Trưng, Hà Nội",,www.hust.edu.vn,Hà Nội,TROY-IT,Khoa học máy tính - ĐH Troy (Hoa Kỳ),40,18,Bộ Giáo dục và Đào tạo
DCQ,Trường Đại học Công nghệ và Quản lý Hữu Nghị,"Lô 1-4, Số 431 Tam Trinh, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,utm.edu.vn,Hà Nội,7480103,Kỹ thuật phần mềm,35,14,Bộ Giáo dục và Đào tạo
DCQ,Trường Đại học Công nghệ và Quản lý Hữu Nghị,"Lô 1-4, Số 431 Tam Trinh, Hoàng Văn Thụ, Hoàng Mai, Hà Nội",,utm.edu.vn,Hà Nội,7480201,Công nghệ thông tin,35,14,Bộ Giáo dục và Đào tạo
DDQ,TRƯỜNG ĐẠI HỌC KINH TẾ – ĐẠI HỌC ĐÀ NẴNG,"71, Ngũ Hành Sơn, TP. Đà Nẵng",,http://www.due.udn.vn,Đà Năng,7340405,Hệ thống thông tin quản lý,260,14.5,Bộ Giáo dục và Đào tạo
DDQ,TRƯỜNG ĐẠI HỌC KINH TẾ – ĐẠI HỌC ĐÀ NẴNG,"72, Ngũ Hành Sơn, TP. Đà Nẵng",,http://www.due.udn.vn,Đà Năng,7340122,Thương mại điện tử,140,14.5,Bộ Giáo dục và Đào tạo
DFA,Trường Đại học Tài chính - Quản trị kinh doanh,Cơ sở 1: Trưng Trắc – Văn Lâm – Hưng Yên,,www.tcqtkd.edu.vn,Hưng Yên,7340405,Hệ thống thông tin quản lý,114,14,Bộ Tài chính
DHK,TRƯỜNG ĐẠI HỌC KINH TẾ - ĐH HUẾ,"Nhà C, số 99 Hồ Đắc Di, Phường An Cựu, Thành phố Huế",,www.hce.edu.vn,Huế,7340405,Hệ thống thông tin quản lý,60,13,Đại học Huế
DHK,TRƯỜNG ĐẠI HỌC KINH TẾ - ĐH HUẾ,"Nhà C, số 99 Hồ Đắc Di, Phường An Cựu, Thành phố Huế",,www.hce.edu.vn,Huế,7340122,Thương mại điện tử,50,14.5,Đại học Huế
DHK,TRƯỜNG ĐẠI HỌC KINH TẾ - ĐH HUẾ,"Nhà C, số 99 Hồ Đắc Di, Phường An Cựu, Thành phố Huế",,www.hce.edu.vn,Huế,7340405CL,Hệ thống thông tin quản lý,40,13,Đại học Huế
DMS,TRƯỜNG ĐẠI HỌC TÀI CHÍNH – MARKETING,"Số 2/4 Trần Xuân Soạn, phường Tân Thuận Tây, quận 7, Tp.HCM",,www.ufm.edu.vn,TP. Hồ Chí Minh,7340405,Hệ thống thông tin quản lý,200,17.5,Bộ Tài chính
DMT,TRƯỜNG ĐẠI HỌC TÀI NGUYÊN VÀ MÔI TRƯỜNG HÀ NỘI,"Số 41A đường Phú Diễn, Phường Phú Diễn, Quận Bắc Từ Liêm, Hà Nội",,www.hunre.edu.vn,Hà Nội,7480201,Công nghệ thông tin,310,14,Bộ Tài nguyên và Môi trường
DTZ,TRƯỜNG ĐẠI HỌC KHOA HỌC,Phường Tân Thịnh - TP. Thái Nguyên - Thái Nguyên,,http://us.tnu.edu.vn,Thái Nguyên,7460117,Toán tin,25,14,Đại học Thái Nguyên
GHA,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI – CS PHÍA BẮC,Số 3 Phố Cầu Giấy - Phường Láng Thượng - Quận Đống Đa - Thành phố Hà Nội,,http://www.utc.edu.vn,Hà Nội,GHA-23,Công nghệ thông tin,200,19.65,Bộ Giáo dục và Đào tạo
GSA,TRƯỜNG ĐẠI HỌC GIAO THÔNG VẬN TẢI – CS PHÍA NAM,"Số 450 Lê Văn Việt, Phường Tăng Nhơn Phú A, Quận 9, Thành phố Hồ Chí Minh",,http://www.utc2.edu.vn,TP. Hồ Chí Minh,GSA-06,Công nghệ thông tin,100,17.4,Bộ Giáo dục và Đào tạo
HBT,HỌC VIỆN BÁO CHÍ VÀ TUYÊN TRUYỀN,"Số 36 Xuân Thủy, Cầu Giấy, Hà Nội ",,www.ajc.edu.vn,Hà Nội,7320104,Truyền thông đa phương tiện,50,21.7,Học viện Chính trị Quốc gia Hồ Chí Minh
HBU,TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,"Số 03 Hoàng Việt, Phường 04, Quận Tân Bình, Tp.Hồ Chí Minh",,hbu.com,TP. Hồ Chí Minh,7320105,Truyền thông đa phương tiện,50,14,Bộ Giáo dục và Đào tạo
HBU,TRƯỜNG ĐẠI HỌC QUỐC TẾ HỒNG BÀNG,"Số 03 Hoàng Việt, Phường 04, Quận Tân Bình, Tp.Hồ Chí Minh",,hbu.com,TP. Hồ Chí Minh,7480201,Công nghệ thông tin,50,14,Bộ Giáo dục và Đào tạo
HPN,HỌC VIỆN PHỤ NỮ VIỆT NAM,"Số 68, Đường Nguyễn Chí Thanh, Q. Đống Đa, Hà Nội",,hvpnvn.edu.vn,Hà Nội,7320104,Truyền thông đa phương tiện,50,17.5,Trung ương Hội LHPN Việt Nam
HTC,HỌC VIỆN TÀI CHÍNH,"Số 1 Lê Văn Hiến, P. Đức Thắng, Q. Bắc Từ Liêm, TP. Hà Nội",,www.hvtc.edu.vn,Hà Nội,7340405,Hệ thống thông tin quản lý,120,19.75,Bộ Tài chính
NHH,Học viện Ngân hàng,"Số 12 đường Chùa Bộc, phường Quang Trung, quận Đống Đa, thành phố Hà Nội",,http://hvnh.edu.vn,Hà Nội,7340405,Hệ thống thông tin quản lý,200,20,Ngân hàng Nhà nước Việt Nam
NHS,TRƯỜNG ĐẠI HỌC NGÂN HÀNG TP. HỒ CHÍ MINH,"Số 36 Tôn Thất Đạm, P. Nguyễn Thái Bình, Q.1, Tp.HCM",,www.buh.edu.vn,TP. Hồ Chí Minh,7340405,Hệ thống thông tin quản lý,150,18.6,Ngân hàng Nhà nước Việt Nam
QSK,Trường Đại học Kinh tế - Luật (ĐHQG TP.HCM),"Khu phố 3, Phường Linh Xuân, Quận Thủ Đức, Thành Phố Hồ Chí Minh",,http://www.uel.edu.vn,TP. Hồ Chí Minh,7340405,Hệ thống thông tin quản lý,110,21.25,Đại học Quốc Gia TP. HCM
QSK,Trường Đại học Kinh tế - Luật (ĐHQG TP.HCM),"Khu phố 3, Phường Linh Xuân, Quận Thủ Đức, Thành Phố Hồ Chí Minh",,http://www.uel.edu.vn,TP. Hồ Chí Minh,7340122,Thương mại điện tử,110,21.2,Đại học Quốc Gia TP. HCM
TMA,TRƯỜNG ĐẠI HỌC THƯƠNG MẠI,"79 Đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy, Tp.Hà Nội",,www.tmu.edu.vn,Hà Nội,7340122,Thương mại điện tử,250,20.7,Bộ Giáo dục và Đào tạo
TMA,TRƯỜNG ĐẠI HỌC THƯƠNG MẠI,"80 Đường Hồ Tùng Mậu, phường Mai Dịch, quận Cầu Giấy, Tp.Hà Nội",,www.tmu.edu.vn,Hà Nội,7340405,Hệ thống thông tin quản lý,150,19.75,Bộ Giáo dục và Đào tạo
NTU,TRƯỜNG ĐẠI HỌC NGUYỄN TRÃI,"Cơ sở 1: 266 Đội Cấn, Ba Đình, Hà Nội",,daihocnguyentrai.edu.vn,Hà Nội,7480201,Công nghệ thông tin,50,14,Bộ Giáo dục và Đào tạo
